,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20161104,10450,10650,10400,10650,84842
20161103,10400,10650,10400,10500,110548
20161102,10850,11050,10500,10500,134419
20161101,10650,10950,10650,10950,63020
20161031,11150,11150,10750,10800,113035
20161028,11100,11250,11100,11150,58891
20161027,10950,11200,10950,11150,76001
20161026,11000,11050,10800,10900,81884
20161025,11150,11200,10800,11050,84173
20161024,11150,11250,10950,11050,80686
20161021,11200,11350,11100,11100,67011
20161020,11200,11350,11150,11250,93692
20161019,11050,11150,11000,11050,95708
20161018,11050,11300,11000,11050,182767
20161017,11600,11750,11100,11150,271818
20161014,12100,12150,11600,11700,189970
20161013,12250,12350,12050,12050,54797
20161012,12150,12350,12150,12350,32973
20161011,12300,12400,12150,12200,62615
20161010,12000,12300,11900,12300,72851
20161007,12350,12400,12000,12000,116615
20161006,12500,12550,12300,12300,59589
20161005,12050,12550,12050,12450,119392
20161004,11950,12250,11950,12200,114104
20160930,12550,12700,11900,12000,262573
20160929,12550,12750,12450,12600,111279
20160928,12850,13000,12600,12600,211566
20160927,13200,13250,12950,13000,80308
20160926,13150,13300,13100,13250,68653
20160923,13300,13400,13050,13100,81738
20160922,13200,13300,13000,13200,90707
20160921,12950,13250,12900,13050,77457
20160920,12850,13000,12750,12900,55204
20160919,13000,13100,12800,12850,44332
20160913,12600,13350,12400,13100,172373
20160912,12800,12950,12550,12550,87766
20160909,12850,13050,12650,13000,99858
20160908,12650,13000,12650,12900,118372
20160907,13150,13150,12600,12750,102349
20160906,13150,13300,13000,13100,57009
20160905,13100,13300,13050,13100,71292
20160902,12950,13100,12850,13050,51410
20160901,12900,13050,12750,12950,97370
20160831,13050,13050,12650,12800,45391
20160830,12600,13000,12600,12900,110004
20160829,13350,13350,12550,12550,218483
20160826,13500,13500,13150,13200,90790
20160825,13450,13550,13350,13400,75168
20160824,13350,13500,13300,13350,77397
20160823,13500,13750,13350,13350,108635
20160822,13950,14150,13550,13600,148172
20160819,14150,14300,13950,13950,112844
20160818,13900,14200,13850,14050,120039
20160817,13900,14000,13700,13950,80729
20160816,14100,14150,13900,14000,98601
20160812,13750,14000,13650,13900,82188
20160811,13750,13850,13550,13750,69841
20160810,13800,13950,13750,13750,89219
20160809,13600,13850,13600,13800,73520
20160808,13850,13900,13550,13550,79674
20160805,13950,14050,13650,13750,97785
20160804,13900,14050,13850,13950,61808
20160803,13850,14000,13700,13850,69024
20160802,14000,14100,13800,13800,140182
20160801,14050,14250,13900,14000,94656
20160729,14250,14250,14050,14050,63609
20160728,14150,14350,14100,14300,73704
20160727,14250,14400,14100,14200,76981
20160726,13900,14300,13900,14300,123865
20160725,14200,14250,13850,13900,251746
20160722,14200,14600,14150,14600,92403
20160721,14350,14450,14100,14250,112262
20160720,14600,14700,14250,14350,119012
20160719,14800,14950,14600,14650,101931
20160718,14750,14850,14400,14650,115003
20160715,15000,15150,14400,14550,138176
20160714,15400,15400,14850,14850,130511
20160713,14700,15250,14600,15200,356974
20160712,14400,14650,14250,14600,114157
20160711,14250,14300,14000,14300,70941
20160708,14600,14600,14100,14200,84461
20160707,14550,14700,14350,14500,72735
20160706,14250,14600,14250,14400,102035
20160705,14500,14750,14400,14500,123744
20160704,14400,14650,14350,14500,112706
20160701,14250,14500,14200,14400,112394
20160630,14050,14300,14000,14100,98438
20160629,13850,14200,13700,13900,150381
20160628,13350,13900,13250,13750,108132
20160627,12900,13600,12750,13500,158109
20160624,14350,14400,13050,13200,361062
20160623,14450,14550,14000,14150,167071
